A股全量股票涨跌幅排行榜
基准日期: 2026-06-25  截止日期: 2026-07-14  生成时间: 2026-07-14 09:14:06
有效股票数: 5,194  上涨: 1,402  下跌: 3,769  中位数: -5.77%  平均: -6.45%
最大涨幅: +127.43%  最大跌幅: -54.61%

+-------+---------+-------------+---------------+-----------+-----------+-----------+-----------+---------+---------+-------+-------+------+---------+
|  排名  |   代码   |     名称     |      行业      |   总市值   |  基准日价  |   当前价   |   涨跌幅   |  前导天  |  天数比  |  风险  |  机会  | 象限  |    PE    |
|    160 |  603386  | 骏亚科技     | 未知           |       45亿 |      20.10 |      13.78 |    -31.44% |       33 |     2.8x |     57 |     62 |   Y   |     亏损 |
|    161 |  605589  | 圣泉集团     | 未知           |      423亿 |      72.96 |      50.05 |    -31.40% |       11 |     0.9x |     42 |     66 |   G   |     43.4 |
|    162 |  301448  | 开创电气     | 未知           |       26亿 |      52.45 |      36.01 |    -31.34% |        5 |     0.4x |     36 |     50 |   G   |     亏损 |
|    163 |  301565  | 中仑新材     | 未知           |       24亿 |      27.66 |      19.00 |    -31.31% |       38 |     3.2x |     60 |     56 |   Y   |     95.3 |
|    164 |  002657  | 中科金财     | 未知           |       51亿 |      21.98 |      15.10 |    -31.30% |      104 |     8.7x |     68 |     40 |   R   |     亏损 |
|    165 |  002655  | 共达电声     | 未知           |      121亿 |      48.43 |      33.28 |    -31.28% |        7 |     0.6x |     42 |     72 |   G   |    206.5 |
|    166 |  002138  | 顺络电子     | 未知           |      370亿 |      71.19 |      48.93 |    -31.27% |       14 |     1.2x |     50 |     71 |   G   |     40.9 |
|    167 |  300179  | 四方达       | 未知           |      160亿 |      62.00 |      42.70 |    -31.13% |        5 |     0.4x |     36 |     56 |   G   |    203.4 |
|    168 |  600549  | 厦门钨业     | 未知           |      919亿 |      85.86 |      59.14 |    -31.12% |        8 |     0.7x |     42 |     72 |   G   |     30.9 |
|    169 |  603938  | 三孚股份     | 未知           |      184亿 |      69.68 |      48.00 |    -31.11% |        8 |     0.7x |     42 |     72 |   G   |    199.3 |
|    170 |  002518  | 科士达       | 未知           |      212亿 |      54.43 |      37.51 |    -31.09% |      161 |    13.4x |     64 |     50 |   Y   |     34.2 |
|    171 |  600458  | 时代新材     | 未知           |      101亿 |      16.92 |      11.66 |    -31.09% |       15 |     1.2x |     50 |     78 |   G   |     21.3 |
|    172 |  688507  | 索辰科技     | 未知           |       94亿 |     277.00 |     190.90 |    -31.08% |        9 |     0.8x |     42 |     78 |   G   |   1289.5 |
|    173 |  002515  | 金字火腿     | 未知           |       88亿 |      11.60 |       8.00 |    -31.03% |        7 |     0.6x |     44 |     67 |   G   |    698.4 |
|    174 |  000050  | 深天马A      | 未知           |      174亿 |      10.38 |       7.16 |    -31.02% |        8 |     0.7x |     42 |     72 |   G   |     亏损 |
|    175 |  300401  | 花园生物     | 未知           |       82亿 |      22.10 |      15.25 |    -31.00% |        4 |     0.3x |     36 |     50 |   G   |     32.1 |
|    176 |  002957  | 科瑞技术     | 未知           |      175亿 |      60.46 |      41.73 |    -30.98% |       23 |     1.9x |     50 |     55 |   G   |     58.8 |
|    177 |  300936  | 中英科技     | 未知           |       39亿 |     119.12 |      82.30 |    -30.91% |       24 |     2.0x |     50 |     66 |   G   |   7059.3 |
|    178 |  001696  | 宗申动力     | 未知           |      156亿 |      25.26 |      17.47 |    -30.84% |       10 |     0.8x |     48 |     72 |   G   |     32.8 |
|    179 |  600791  | 京能置业     | 未知           |       34亿 |      10.74 |       7.43 |    -30.82% |       15 |     1.2x |     56 |     61 |   Y   |     亏损 |
|    180 |  002240  | 盛新锂能     | 未知           |      294亿 |      46.51 |      32.19 |    -30.79% |       63 |     5.2x |     68 |     40 |   R   |     亏损 |
|    181 |  301205  | 联特科技     | 未知           |      200亿 |     345.50 |     239.12 |    -30.79% |       20 |     1.7x |     50 |     66 |   G   |    355.8 |
|    182 |  001330  | 博纳影业     | 未知           |       56亿 |       6.93 |       4.80 |    -30.74% |       81 |     6.8x |     67 |     45 |   R   |     亏损 |
|    183 |  300571  | 平治信息     | 未知           |       40亿 |      49.31 |      34.16 |    -30.72% |       39 |     3.2x |     57 |     56 |   Y   |     亏损 |
|    184 |  002378  | 章源钨业     | 未知           |      318亿 |      38.38 |      26.60 |    -30.69% |       16 |     1.3x |     53 |     78 |   Y   |     50.8 |
|    185 |  600255  | 鑫科材料     | 未知           |       51亿 |       4.04 |       2.80 |    -30.69% |       63 |     5.2x |     78 |     56 |   Y   |    131.6 |
|    186 |  002971  | 和远气体     | 未知           |       78亿 |      69.63 |      48.27 |    -30.68% |        9 |     0.8x |     42 |     78 |   G   |    191.2 |
|    187 |  688603  | 天承科技     | 未知           |      161亿 |     186.19 |     129.10 |    -30.66% |       24 |     2.0x |     50 |     66 |   G   |    164.9 |
|    188 |  002428  | 云南锗业     | 未知           |      589亿 |     130.09 |      90.23 |    -30.64% |        5 |     0.4x |     36 |     45 |   W   |   3092.9 |
|    189 |  002886  | 沃特股份     | 未知           |       44亿 |      30.35 |      21.05 |    -30.64% |       35 |     2.9x |     57 |     55 |   Y   |     77.7 |
|    190 |  603407  | 长裕集团     | 未知           |       23亿 |      91.87 |      63.80 |    -30.55% |        4 |     0.3x |     36 |     62 |   G   |    102.8 |
|    191 |  601872  | 招商轮船     | 未知           |     1197亿 |      21.35 |      14.83 |    -30.54% |        6 |     0.5x |     42 |     56 |   G   |     15.1 |
|    192 |  301362  | 民爆光电     | 未知           |       54亿 |     190.01 |     132.00 |    -30.53% |       24 |     2.0x |     50 |     66 |   G   |    131.7 |
|    193 |  300976  | 达瑞电子     | 未知           |       75亿 |      89.80 |      62.39 |    -30.52% |        8 |     0.7x |     42 |     72 |   G   |     39.3 |
|    194 |  301197  | 工大科雅     | 未知           |       24亿 |      31.90 |      22.17 |    -30.50% |       51 |     4.2x |     67 |     45 |   R   |    116.9 |
|    195 |  603042  | 华脉科技     | 未知           |       23亿 |      16.10 |      11.19 |    -30.50% |      132 |    11.0x |     64 |     45 |   R   |     亏损 |
|    196 |  603316  | 诚邦股份     | 未知           |       44亿 |      24.06 |      16.74 |    -30.42% |       35 |     2.9x |     57 |     56 |   Y   |     亏损 |
|    197 |  300243  | 瑞丰高材     | 未知           |       32亿 |      20.73 |      14.43 |    -30.39% |       46 |     3.8x |     57 |     56 |   Y   |     89.1 |
|    198 |  301531  | 春光集团     | 未知           |       24亿 |      74.65 |      51.99 |    -30.35% |       27 |     2.2x |     57 |     62 |   Y   |     85.6 |
|    199 |  300283  | 温州宏丰     | 未知           |       57亿 |      22.45 |      15.64 |    -30.33% |        8 |     0.7x |     42 |     72 |   G   |     80.5 |
|    200 |  300686  | 智动力       | 未知           |       36亿 |      19.98 |      13.93 |    -30.28% |       53 |     4.4x |     70 |     45 |   R   |     亏损 |
|    201 |  301071  | 力量钻石     | 未知           |      134亿 |     102.96 |      71.80 |    -30.26% |        4 |     0.3x |     36 |     56 |   G   |    139.8 |
|    202 |  301682  | 宏明电子     | 未知           |       34亿 |     188.03 |     131.22 |    -30.21% |       28 |     2.3x |     57 |     55 |   Y   |     49.9 |
|    203 |  603876  | 鼎胜新材     | 未知           |      188亿 |      29.01 |      20.25 |    -30.20% |       53 |     4.4x |     78 |     35 |   R   |     30.3 |
|    204 |  603916  | 苏博特       | 未知           |       45亿 |      15.41 |      10.76 |    -30.18% |       37 |     3.1x |     60 |     51 |   Y   |     36.2 |
|    205 |  688313  | 仕佳光子     | 未知           |      631亿 |     199.94 |     139.60 |    -30.18% |        8 |     0.7x |     42 |     61 |   G   |    159.7 |
|    206 |  688191  | 智洋创新     | 未知           |       81亿 |      35.33 |      24.67 |    -30.17% |       82 |     6.8x |     64 |     45 |   R   |    130.1 |
|    207 |  603026  | 石大胜华     | 未知           |      153亿 |      93.78 |      65.54 |    -30.11% |       65 |     5.4x |     64 |     50 |   Y   |     46.8 |
|    208 |  000962  | 东方钽业     | 未知           |      296亿 |      84.02 |      58.76 |    -30.06% |        4 |     0.3x |     36 |     56 |   G   |    121.0 |
|    209 |  301628  | 强达电路     | 未知           |       22亿 |     113.85 |      79.63 |    -30.06% |      131 |    10.9x |     64 |     50 |   Y   |     51.3 |
|    210 |  688379  | 华光新材     | 未知           |       53亿 |      84.80 |      59.35 |    -30.01% |       35 |     2.9x |     57 |     55 |   Y   |     43.5 |
|    211 |  688167  | 炬光科技     | 未知           |      344亿 |     377.68 |     264.45 |    -29.98% |       10 |     0.8x |     42 |     66 |   G   |     亏损 |
|    212 |  002980  | 华盛昌       | 未知           |       88亿 |     123.83 |      86.79 |    -29.91% |       29 |     2.4x |     57 |     55 |   Y   |    211.7 |
|    213 |  688079  | 美迪凯       | 未知           |       81亿 |      28.63 |      20.09 |    -29.83% |       18 |     1.5x |     50 |     72 |   G   |     亏损 |
|    214 |  002782  | 可立克       | 未知           |       78亿 |      22.70 |      15.93 |    -29.82% |      122 |    10.2x |     64 |     45 |   R   |     31.0 |
|    215 |  688800  | 瑞可达       | 未知           |      208亿 |     102.50 |      71.98 |    -29.78% |        8 |     0.7x |     42 |     56 |   G   |     73.5 |
|    216 |  002613  | 北玻股份     | 未知           |       24亿 |       4.45 |       3.13 |    -29.66% |     >237 |    19.8x |     70 |     58 |   Y   |    326.1 |
|    217 |  688190  | 云路股份     | 未知           |       85亿 |     101.00 |      71.10 |    -29.60% |     >237 |    19.8x |     70 |     47 |   R   |     30.8 |
|    218 |  300087  | ST荃银       | 未知           |       43亿 |       6.83 |       4.81 |    -29.58% |       76 |     6.9x |     74 |     51 |   Y   |     亏损 |
|    219 |  301118  | 恒光股份     | 未知           |       23亿 |      30.53 |      21.50 |    -29.58% |       54 |     4.5x |     64 |     56 |   Y   |    543.6 |
|    220 |  300921  | 南凌科技     | 未知           |       24亿 |      21.32 |      15.02 |    -29.55% |      113 |     9.4x |     68 |     40 |   R   |    129.8 |
|    221 |  000967  | 盈峰环境     | 未知           |      276亿 |      11.68 |       8.23 |    -29.54% |       54 |     4.5x |     64 |     51 |   Y   |     47.4 |
|    222 |  600026  | 中远海能     | 未知           |      588亿 |      21.78 |      15.36 |    -29.48% |        9 |     0.8x |     48 |     72 |   G   |     15.3 |
|    223 |  002466  | 天齐锂业     | 未知           |      673亿 |      64.64 |      45.61 |    -29.44% |       63 |     5.2x |     68 |     40 |   R   |     35.0 |
|    224 |  002484  | 江海股份     | 未知           |      643亿 |     111.02 |      78.35 |    -29.43% |        8 |     0.7x |     48 |     51 |   G   |     97.3 |
|    225 |  002824  | 和胜股份     | 未知           |       62亿 |      39.10 |      27.62 |    -29.36% |        8 |     0.7x |     42 |     56 |   G   |     51.3 |
|    226 |  003022  | 联泓新科     | 未知           |      258亿 |      27.35 |      19.32 |    -29.36% |       53 |     4.4x |     68 |     40 |   R   |     68.1 |
|    227 |  603663  | 三祥新材     | 未知           |      301亿 |     100.48 |      70.99 |    -29.35% |        7 |     0.6x |     42 |     67 |   G   |    213.6 |
|    228 |  603166  | 福达股份     | 未知           |       66亿 |      14.52 |      10.26 |    -29.34% |      175 |    14.6x |     67 |     56 |   Y   |     20.3 |
|    229 |  300903  | 科翔股份     | 未知           |      262亿 |     112.71 |      79.65 |    -29.33% |        6 |     0.5x |     42 |     50 |   G   |     亏损 |
|    230 |  688525  | 佰维存储     | 未知           |     1601亿 |     480.30 |     339.49 |    -29.32% |        5 |     0.4x |     36 |     50 |   G   |     40.5 |
|    231 |  300274  | 阳光电源     | 未知           |     1715亿 |     152.66 |     108.00 |    -29.25% |      191 |    15.9x |     64 |     56 |   Y   |     18.8 |
|    232 |  688700  | 东威科技     | 未知           |      196亿 |      93.00 |      65.80 |    -29.25% |       24 |     2.0x |     50 |     60 |   G   |    132.4 |
|    233 |  600563  | 法拉电子     | 未知           |      303亿 |     190.04 |     134.50 |    -29.23% |        8 |     0.7x |     42 |     67 |   G   |     25.3 |
|    234 |  300475  | 香农芯创     | 未知           |      976亿 |     306.25 |     216.80 |    -29.21% |        6 |     0.5x |     36 |     50 |   G   |     54.9 |
|    235 |  603327  | 福蓉科技     | 未知           |       80亿 |      10.82 |       7.66 |    -29.21% |     >237 |    19.8x |     76 |     53 |   Y   |     54.9 |
|    236 |  600176  | 中国巨石     | 未知           |     1991亿 |      70.80 |      50.13 |    -29.19% |        4 |     0.3x |     36 |     45 |   W   |     52.5 |
|    237 |  600186  | 莲花控股     | 未知           |      197亿 |      15.60 |      11.05 |    -29.17% |        8 |     0.7x |     42 |     51 |   G   |     56.3 |
|    238 |  000859  | 国风新材     | 未知           |       71亿 |      11.25 |       7.97 |    -29.16% |      132 |    11.0x |     64 |     56 |   Y   |     亏损 |
|    239 |  301580  | 爱迪特       | 未知           |       52亿 |      72.50 |      51.38 |    -29.13% |        5 |     0.4x |     36 |     56 |   G   |     37.7 |
|    240 |  300576  | 容大感光     | 未知           |       92亿 |      51.11 |      36.24 |    -29.09% |       12 |     1.0x |     42 |     78 |   G   |    132.6 |
|    241 |  301526  | 国际复材     | 未知           |      477亿 |      47.86 |      33.96 |    -29.04% |        7 |     0.6x |     42 |     61 |   G   |    261.4 |
|    242 |  605366  | 宏柏新材     | 未知           |       72亿 |      13.07 |       9.28 |    -29.00% |        3 |     0.2x |     36 |     51 |   G   |     亏损 |
|    243 |  688719  | 爱科赛博     | 未知           |       53亿 |      82.66 |      58.71 |    -28.97% |       36 |     3.0x |     57 |     50 |   Y   |     亏损 |
|    244 |  688478  | 晶升股份     | 未知           |       85亿 |      86.80 |      61.66 |    -28.96% |        5 |     0.4x |     36 |     56 |   G   |     亏损 |
|    245 |  300572  | 安车检测     | 未知           |       36亿 |      28.26 |      20.08 |    -28.95% |      223 |    18.6x |     64 |     56 |   Y   |     亏损 |
|    246 |  603986  | 兆易创新     | 未知           |     3682亿 |     775.21 |     550.80 |    -28.95% |        5 |     0.4x |     40 |     40 |   W   |    134.5 |
|    247 |  688170  | 德龙激光     | 未知           |       61亿 |      83.66 |      59.46 |    -28.93% |       33 |     2.8x |     57 |     62 |   Y   |    366.1 |
|    248 |  603052  | 可川科技     | 未知           |      120亿 |      90.00 |      63.98 |    -28.91% |       47 |     3.9x |     57 |     45 |   R   |     亏损 |
|    249 |  300854  | 中兰环保     | 未知           |       18亿 |      22.35 |      15.89 |    -28.90% |        8 |     0.7x |     44 |     61 |   G   |     亏损 |
|    250 |  000733  | 振华科技     | 未知           |      238亿 |      60.52 |      43.04 |    -28.88% |        8 |     0.7x |     42 |     66 |   G   |     24.3 |
|    251 |  301322  | 绿通科技     | 未知           |       39亿 |      57.57 |      40.96 |    -28.85% |       28 |     2.3x |     60 |     62 |   Y   |    450.8 |
|    252 |  600367  | 红星发展     | 未知           |      121亿 |      52.98 |      37.70 |    -28.84% |       16 |     1.3x |     50 |     78 |   G   |    139.5 |
|    253 |  603083  | 剑桥科技     | 未知           |      511亿 |     260.40 |     185.32 |    -28.83% |        6 |     0.5x |     36 |     50 |   G   |    194.8 |
|    254 |  301111  | 粤万年青     | 未知           |       34亿 |      30.15 |      21.46 |    -28.82% |       31 |     2.6x |     57 |     56 |   Y   |     亏损 |
|    255 |  603678  | 火炬电子     | 未知           |      254亿 |      75.13 |      53.51 |    -28.78% |        8 |     0.7x |     44 |     66 |   G   |    100.7 |
|    256 |  002194  | 武汉凡谷     | 未知           |       42亿 |      11.66 |       8.31 |    -28.73% |     >237 |    19.8x |     70 |     58 |   Y   |     亏损 |
|    257 |  300400  | 劲拓股份     | 未知           |       71亿 |      41.06 |      29.27 |    -28.71% |       13 |     1.1x |     50 |     66 |   G   |     83.7 |
|    258 |  601126  | 四方股份     | 未知           |      422亿 |      71.72 |      51.20 |    -28.61% |       36 |     3.0x |     57 |     56 |   Y   |     49.7 |
|    259 |  603610  | 麒盛科技     | 未知           |       48亿 |      19.08 |      13.63 |    -28.56% |       54 |     4.5x |     64 |     50 |   Y   |     51.1 |
|    260 |  001266  | 宏英智能     | 未知           |       22亿 |      51.80 |      37.01 |    -28.55% |       37 |     3.1x |     57 |     50 |   Y   |     78.2 |
